QuestionId,AnswerId,CommentId,QuestionAuthor,AnswerAuthor,CommentAuthor,AnswerScore,Tags,CommentIndex,CommentDate,CommentScore,Comment,CommentGroups,HasEditsAfter,"EditGroups(EditIndex,MatchedGroups)",EditId,EditAuthor,EditDate,EditsByAuthor,EditsByOthers,"CommentMentions/Replies(MentionedUser,CommentAuthor)",Confirmed,Useful,Tangled,Category
3998741,3998810,4283587,Austin Rhymer,shoebox639,Austin Rhymer,0,<javascript><innerhtml><selectedindex>,1,2010-10-22 18:09:20,0,"What I'm trying now is what I mentioned above. Getting the innerHTML, substring out the ID from the innerHTML string, then running a second jQuery request over the main DOM using that found ID. So $(query).innerHTML.subst(logic) gives me the var foundClientID of the control in the grid as a string. No matter how many rows are added, I just loop through processing each row. Then I use that clientID string with another jQuery request; $(foundClientID).selectedIndex and now I have my data. (example shortly)","['innerHTML', 'subst(logic) gives me the var foundClientID of the control in the grid as a string. No matter how many rows are added, I just loop through processing each row. Then I use that clientID string with another jQuery request; $(foundClientID).selectedIndex and now I have my data. (example shortly)', 'clientID', 'foundClientID', 'selectedIndex', '$(foundClientID).selectedIndex', '$(query).innerHTML.subst(logic) gives me the var foundClientID of the control in the grid as a string. No matter how many rows are added, I just loop through processing each row. Then I use that clientID string with another jQuery request; $(foundClientID).selectedIndex and now I have my data. (example shortly)', 'jQuery', '$(query).innerHTML.subst(logic)']",TRUE,"[(2, ['innerHTML'])]",8408916,shoebox639,2010-10-22 21:04:47,1,0,,1,0,0,Disagree
4002501,4002998,4288191,user460847,gblazex,nimrodm,0,<javascript><html><firefox><dom><google-chrome>,1,2010-10-23 8:15:03,2,"Seems like it should be toLowerCase() if you are comparing with ""fieldset"".","['toLowerCase', 'toLowerCase()']",TRUE,"[(4, ['toLowerCase', 'toLowerCase()'])]",8413754,gblazex,2010-10-23 8:21:29,1,0,,1,1,0,Error
4040604,4040641,4337220,Sumithra,Merlyn Morgan-Graham,Sumithra,2,<java>,1,2010-10-28 7:37:17,0,whether the getError() is called here? is that the new myBadException that prints not eatable or the getError() prints this not eatable??? only that throw statement rit?,"['getError', 'getError() is called here? is that the new myBadException that prints not eatable or the getError()', 'myBadException']",TRUE,"[(3, ['myBadException'])]",8497418,Merlyn Morgan-Graham,2010-10-28 7:51:06,1,0,,1,0,0,Question
4067469,4067488,19131137,Questions,Boris Pavlović,Asad Saeeduddin,798,<javascript><html><textinput>,1,2012-12-14 23:05:56,9,"To make that more general, you could use `this.id` as the argument for the click handler. Better yet, you could eliminate the `getElementById` entirely and pass `this` as an argument.","['this.id', 'getElementById', 'this', 'getElementBy']",TRUE,"[(2, ['getElementById', 'getElementBy'])]",36478227,Ian Storm Taylor,2013-02-25 2:27:51,0,1,,1,1,1,Extension
4126502,4126533,24784617,Jarred,James,griffin,2,<php><arrays>,1,2013-06-15 20:00:56,0,"You throw an exception with the message ""Offset $from does not exist"" in case of NULL element. See http://www.php.net/manual/en/function.isset.php ""... and is not NULL."" - using http://www.php.net/manual/en/function.array-key-exists.php would have been more correct",['$from'],TRUE,"[(4, ['$from'])]",42227304,James,2013-06-15 20:23:04,1,0,,1,1,0,Solution
4132471,4132683,4455406,Mark Allison,Arief,Mark Allison,1,<c#><javascript><asp.net><gridview><c#-4.0>,1,2010-11-09 11:02:03,0,"@Arief - I've added an UPDATE section to my question. Please have a look, I couldn't get MyRow to work, so I tried using DataBinder as you suggested, but I'm still stuck.","['DataBinder', 'MyRow']",TRUE,"[(2, ['DataBinder', 'MyRow'])]",8699669,Arief,2010-11-09 11:05:04,1,0,,1,0,1,Disagree
4168600,4168659,4501520,Jaakko Seppälä,Xint0,Jaakko Seppälä,5,<php><mysql>,1,2010-11-12 20:32:17,0,"$query = ""SELECT COUNT(*) FROM user WHERE email = '$email'"";
 echo $query;
 $result = mysqli_query($link, $query);
 echo mysqli_fetch($result); outputs Warning: mysqli_fetch() expects parameter 1 to be mysqli_stmt, boolean ...","['$query;', '$query', '$result', 'mysqli_fetch($result); outputs Warning: mysqli_fetch()', 'query = ""SELECT COUNT', 'mysqli_query($link, $query)', '$link,', '$result);', 'COUNT(*)', 'mysqli_fetch', 'result = mysqli_query', 'mysqli_query', '$query);', 'mysqli_stmt', '$email\'"";', 'email =']",TRUE,"[(2, ['$result);'])]",8780765,Xint0,2010-11-13 1:06:11,1,0,,1,0,0,Error
4209592,4209637,4553253,Sapp,kcoppock,apps,1,<android><xml><if-statement><imageview>,1,2010-11-17 22:45:49,0,"do you have a setContentView() ? You need to specify an actual root element that will have this id. BTW static ImageView is a horrible thing to do, the explanation may be hard for you at the moment, so just take my words for granted and don't use the bad word ""stat*c"" anywhere, until you learn some more stuff :)","['ImageView', 'setContentView() ? You need to specify an actual root element that will have this id. BTW static ImageView is a horrible thing to do, the explanation may be hard for you at the moment, so just take my words for granted and don\'t use the bad word ""stat*c"" anywhere, until you learn some more stuff :)', 'setContentView']",TRUE,"[(2, ['ImageView', 'setContentView'])]",8866976,kcoppock,2010-11-17 22:53:28,1,0,,0,,,
4217406,4217452,13754715,AlexBrand,bcosca,Narcolessico,19,<php><regex><string><function><url>,1,2012-05-16 8:43:56,0,"I think a ""="" is missing: it fails when the url contains get parameters. I just added it after the ""&"" and now it works:

`preg_replace('/https?:\/\/[\w\-\.!~?&=+\*\'""(),\/]+/','<a href=""$0"">$0</a>',$s)`","['$0"">$0</a>\',$s)', 'href=""', '</a>', 'preg_replace(\'/https?:\\/\\/[\\w\\-\\.!~?&=+\\*\\\'""(),\\/]+/\',\'<a href=""$0"">$0</a>\',$s)']",TRUE,"[(3, ['preg_replace(\'/https?:\\/\\/[\\w\\-\\.!~?&=+\\*\\\'""(),\\/]+/\',\'<a href=""$0"">$0</a>\',$s)'])]",70011228,Aron Rotteveel,2014-07-24 7:22:36,0,1,,1,1,0,Correction
4221464,4221530,4567882,422,Nick Craver,Ben,26,<javascript><forms>,1,2010-11-19 2:22:43,0,"Yep, he's right. Basically what I said except use `.nodeName` instead of `.type`. Damn.","['.type', 'nodeName', '.nodeName']",TRUE,"[(2, ['nodeName', '.nodeName'])]",8891909,Nick Craver,2010-11-19 2:26:44,1,0,,0,,,
4291704,4291761,4658532,decarbo,Thomas K,Sven Marnach,2,<python><json><encoding><dictionary><decomposi...,1,2010-11-27 18:02:55,0,"Oh, and I just notice that we did not use `iteritems()` in the 2.x case, but should have...",['iteritems()'],TRUE,"[(2, ['iteritems()'])]",9046736,Thomas K,2010-11-27 18:07:07,1,0,,1,1,0,Correction
4315190,4315367,4687160,Fabio Varesano,unutbu,user9876,5,<python><arduino>,1,2010-11-30 15:44:06,0,"add a `[0]` to get just the number, i.e. `print(struct.unpack('<f',binascii.unhexlify(text))[0])`","['[0]', ""print(struct.unpack('<f',binascii.unhexlify(text))[0])""]",TRUE,"[(2, [""print(struct.unpack('<f',binascii.unhexlify(text))[0])""])]",9096570,unutbu,2010-11-30 16:00:11,1,0,,1,1,0,Correction
4323316,4323607,4697511,Javi,Adeel Ansari,Javi,2,<java><jsp><servlets><jstl>,1,2010-12-01 11:05:44,0,"yeah, I had already thought about it too, thanks, but I thought a solution based on jsp would be cleaner. The problem of changing it in javascript is that I couldn't use <c:url/> tag, so I have to check manually for ""?"" character to see if there are params in the url to add ""?newParam=value"" or ""&newParam=value"". Is there something in javascript which would add params in a clean way to urls?","['newParam=value"" or ""', 'newParam', 'newParam=value""']",TRUE,"[(2, ['newParam=value"" or ""', 'newParam', 'newParam=value""'])]",9114246,Adeel Ansari,2010-12-01 11:25:12,1,0,,1,0,0,Request
4324238,4324452,4698830,Jiangong SUN,Radek Stromský,Jiangong SUN,2,<c#><javascript><asp.net><variables>,1,2010-12-01 13:28:42,0,"I just found that lbAccessories doesn't exist in the file *.aspx.designer.cs, and i have put the LinkButton in a gridview's template. I have pasted the code in the post. Do you know how to correct it?","['LinkButton', 'lbAccessories']",TRUE,"[(4, ['lbAccessories'])]",9116493,Radek Stromský,2010-12-01 13:32:57,1,0,,1,0,0,Request
4325548,4325585,4699945,sanders,Vadyus,Vadyus,3,<php><mysql><zend-framework><zend-db>,1,2010-12-01 14:57:01,0,"->from give's the select object table name to select from, you should you ->select(array('date'=>new Zend_Db_Expr('FROM_UNIXTIME(expiration)') to pass fields you wanna select","['FROM_UNIXTIME', ""select(array('date'=>new Zend_Db_Expr('FROM_UNIXTIME(expiration)')"", 'Zend_Db_', ""'date'""]",TRUE,"[(3, ['FROM_UNIXTIME', 'Zend_Db_'])]",33081173,tecmec,2012-12-12 8:39:11,0,1,"[('N/A', 'Vadyus')]",0,,,
4357297,4357318,4741468,dawnoflife,duffymo,dawnoflife,1,<java>,1,2010-12-05 4:15:06,0,"Now it gives me the error "" operator % cannot be applied to java.lang.Object,int"" when use random_num.elementAt(i)","['elementAt(i)', 'lang.O', 'elementAt', 'random_num.elementAt(i)', 'random_num']",TRUE,"[(2, ['random_num'])]",9187252,duffymo,2010-12-05 4:53:05,1,0,,1,0,0,Error
4379129,4379154,4769784,Andres SK,Ignacio Vazquez-Abrams,Andres SK,3,<php><string>,1,2010-12-07 16:54:18,0,i tried that approach also. the problem is that sometimes there are more or less variables in the querystring... and because of that http_build_query becomes really cumbersome.,['http_build_query'],TRUE,"[(2, ['http_build_query'])]",59193717,Maurice,2014-02-28 9:20:41,0,1,,0,,,
4429966,4430047,4836023,gbr,khachik,Eric O Lebigot,66,<python><pipe>,1,2010-12-13 16:30:33,4,"The way the loop is written (`while True`…) is both incorrect and certainly not pythonic. In fact, an empty input line will break the loop. A simple and standard solution is to read standard input with `for line in sys.stdin`. Plus, the initial `line = ''` is completely superfluous.","['line =', 'while True', ""line = ''"", 'for line in sys.stdin']",TRUE,"[(2, ['line ='])]",9348538,khachik,2010-12-13 16:33:39,1,0,,1,1,0,Error
4528490,4528579,4961098,user547794,ifaour,user547794,14,<javascript><google-maps><google-maps-api-3>,1,2010-12-24 22:55:14,0,"I'm using jQuery toggle on the div. Are you saying call the onload=""load()"" ?

 <script type=""text/javascript"">
jQuery(document).ready(function(){
 jQuery('#newcatchhide').live('click', function(event) { 
 jQuery('#newpost').toggle('show');
 });
});

 </script>","['load()', ""jQuery('#newpost').toggle('show')"", 'type=""text/javascript""', ""'click'"", '""load()', 'onload=""load', 'jQuery(document).ready(function()', '</script>', 'jQuery', ""'show'"", ""jQuery('#newcatchhide').live('click', function(event)""]",TRUE,"[(2, ['load()', ""jQuery('#newpost').toggle('show')"", ""'click'"", '""load()', 'jQuery', ""'show'"", ""jQuery('#newcatchhide').live('click', function(event)""])]",9563648,ifaour,2010-12-25 0:09:32,1,0,,1,0,0,Question
4531147,4531464,4964693,Eric Pruitt,John Machin,Eric Pruitt,6,<python><performance><python-3.x><bufferedreader>,1,2010-12-25 20:25:35,0,"@John It's up to the caller to open the stream. The call was in Kabie's post that you replied to. In this case it's a one liner: `test = io.open('test.bmp', 'rb')`","[""'rb'"", ""io.open('test.bmp', 'rb')"", ""open('test.bmp', 'rb')"", 'test = io', ""test = io.open('test.bmp', 'rb')""]",TRUE,"[(3, [""'rb'"", 'test = io'])]",9570109,John Machin,2010-12-25 20:30:00,1,0,,1,0,0,Disagree
4556808,4556879,4997106,jones,Chandu,jones,1,<php><numbers><format>,1,2010-12-29 19:20:40,0,"I appreciate your help and thanks, that your code 2 lines only and then blanks? OK after using it i got Warning: preg_replace() [function.preg-replace]: Unknown modifier 'g'","['preg_replace()', 'preg_replace', ""'g'""]",TRUE,"[(3, ['preg_replace()', 'preg_replace'])]",9644814,Chandu,2010-12-30 17:11:09,2,0,,0,,,
4605855,4605982,5062026,pedr0,metter,Floern,2,<java><android>,1,2011-01-05 15:58:02,1,"layout_height=""fill_parent"" in combination with layout_below on ListView and layout_alignParentBottom on LinearLayout is correct and should work","['ListView', 'layout_below', 'layout_height', 'LinearLayout', 'layout_height=""fill_parent"" in combination with layout_below on ListView and layout_alignParentBottom on LinearLayout is correct and should work', 'layout_alignParent', 'layout_align']",TRUE,"[(4, ['ListView', 'LinearLayout', 'layout_alignParent'])]",9737027,metter,2011-01-05 16:27:58,3,0,,1,0,0,Correction
4608524,4608989,5066277,Jenny,pedr0,Jenny,0,<android><view><textview>,1,2011-01-05 21:10:09,0,"I tried creating the onCreate in my class and turning my class into an activity, yet when I do label = (TextView) findViewById(R.id.TextView01); label is still being found null.","['TextView01', 'label =', 'TextView', 'id.T', 'findViewById(R.id.TextView01)', 'findViewBy', 'onCreate']",TRUE,"[(3, ['TextView', 'findViewBy'])]",47640700,Chad Bingham,2013-09-19 20:47:15,0,1,,0,,,
4645489,4645552,11600914,UMAR,Francesco Laurita,BenjaminButton,10,<android><listview>,1,2012-02-09 16:36:08,2,"tiny error in the code:

`v.getTop()` should be `vfirst.getTop()`","['vfirst.getTop()', 'v.getTop()', 'getTop()` should be `vfirst.getTop()', 'getTop', 'v.getTop()` should be `vfirst.getTop()']",TRUE,"[(3, ['vfirst.getTop()', 'v.getTop()'])]",21038005,Francesco Laurita,2012-02-13 23:10:58,1,0,,1,1,0,Correction
4684846,4684900,5166380,Karem,sberry,Karem,2,<php>,1,2011-01-13 20:37:29,1,"why the $timestamp_year, when not used? and the first statement in the if, is if its this year, and the second if its a year behind or? the previous, if (date('Y')==date('Y', $timestamp)) { wouldnt this work alright?","[""date('Y')==date('Y', $timestamp))"", '$timestamp_year,', '$timestamp))', ""'Y'"", ""(date('Y')==date('Y', $timestamp))""]",TRUE,"[(3, [""date('Y')==date('Y', $timestamp))"", '$timestamp))', ""'Y'"", ""(date('Y')==date('Y', $timestamp))""])]",9911948,sberry,2011-01-13 23:10:02,1,0,,1,0,0,Question
1755144,4694816,14459276,Richard Knop,velcrow,472084,127,<php><regex><domain-name>,1,2012-06-15 14:28:04,4,Don't forget to check if (count($pieces) > 1),"['(count($pieces) > 1)', 'count($pieces) > 1)', '$pieces)']",TRUE,"[(4, ['$pieces)'])]",36284633,velcrow,2013-02-20 23:01:37,1,0,,0,,,
4769426,4769473,5283242,Lievcin,Jared Farrish,Lievcin,0,<javascript><ruby-on-rails><ruby-on-rails-3>,1,2011-01-23 9:04:52,0,"I havent changed anything since creating the app, the only places where I see the getValue and setValue functions being defined is in the prototype.js file","['getValue', 'setValue']",TRUE,"[(3, ['getValue'])]",10110416,Jared Farrish,2011-01-23 18:04:03,1,0,,0,,,
4777511,4777541,5289930,None,Phoenix,None,0,<php><html>,1,2011-01-24 0:39:21,0,"Tried this right now. It doesn't work. Nothing comes up. And yes, the previous two works. Here's the code for it. foreach ($drinks as $d) {
 echo ""Your favorite drink(s) are: "" . $d . ""<br />""; 
 }
 
 foreach ($cookies as $cookie) {
 echo ""Your favorite cookies are: "" . $cookie . ""<br />""; 
 }","['$drinks', '$cookie)', '$d)', '$cookies', 'drink(s)', '$cookie']",TRUE,"[(2, ['$drinks'])]",10115360,Phoenix,2011-01-24 0:39:46,1,0,,1,0,0,Error
4812388,4812456,5335620,Steve,ndbroadbent,Ken Redler,1,<javascript><jquery><asp.net-mvc><internet-exp...,1,2011-01-27 3:36:28,2,"In your example, you'd be trying to assign the result of `ShowNewCustomerForm(true)` as a click handler -- not the function itself. Wrap it: `.click( function(){ ShowNewCustomerForm(true); } )` or assign it as a function reference: `.click( ShowNewCustomerForm )`.","['.click( ShowNewCustomerForm )', '.click( function(){ ShowNewCustomerForm(true); } )', 'ShowNewCustomerForm(true)', 'ShowNewCustomerForm(true)` as a click handler -- not the function itself. Wrap it: `.click( function(){ ShowNewCustomerForm(true); } )` or assign it as a function reference: `.click( ShowNewCustomerForm )', 'ShowNewCustomerForm']",TRUE,"[(2, ['.click( function(){ ShowNewCustomerForm(true); } )'])]",10193360,Reigel,2011-01-27 3:39:24,0,1,,1,1,0,Correction
1235179,4903603,47064460,Ethan Heilman,user102008,Valen,824,<java><string>,1,2015-04-04 17:06:31,0,"@fortran I'm sorry for that mistake..... this should work `Integer.toString(Math.pow(10, n)).replace(""1"", """").replace(""0"", str);` or this `Integer.toBinaryString(Math.pow(2, n)).replace(""1"", """").replace(""0"", str);` DON'T use this for large number lol","['Integer.toString(Math.pow(10, n)).replace(""1"", """").replace(""0"", str);` or this `Integer.toBinaryString(Math.pow(2, n)).replace(""1"", """").replace(""0"", str)', 'toString(Math.pow(10, n)).replace(""1"", """").replace(""0"", str);` or this `Integer.toBinaryString(Math.pow(2, n)).replace(""1"", """").replace(""0"", str)', 'toBinaryString', 'Integer.toBinaryString(Math.pow(2, n)).replace(""1"", """").replace(""0"", str);', 'Integer.toString(Math.pow(10, n)).replace(""1"", """").replace(""0"", str);', 'toString']",TRUE,"[(4, ['toString'])]",89840533,Boann,2015-05-06 14:03:52,0,1,,0,,,
4940855,4941028,5509718,Badea Sorin,Phil,Badea Sorin,3,<javascript><ajax><google-chrome><jquery>,1,2011-02-09 3:44:44,0,"ah ... and $('#model').load('index.php', {
 pagina: 'ajax',
 show: 'cars',
 brand: idno
}); isn't working cause the request is made without parameters","[""'cars'"", ""$('#model')"", ""$('#model').load('index.php',"", ""'ajax'""]",TRUE,"[(2, [""'cars'"", ""$('#model')"", ""'ajax'""])]",10489304,Phil,2011-02-09 4:02:17,1,0,,1,0,0,Error
4942057,4942094,5511031,Travis Neilson,Vivek,Sang Suantak,0,<javascript><jquery>,1,2011-02-09 7:02:21,0,"I think this line `belt-move -= belt-amount;` needs to be `belt-move = belt-amount-belt-move;`. Otherwise, belt-move will become negative.","['move = belt-amount-belt-move', 'belt-move = belt-amount-belt-move;', 'move -= belt-amount', 'belt-move -= belt-amount;', 'move -= belt']",TRUE,"[(2, ['move = belt-amount-belt-move', 'move -= belt-amount', 'move -= belt'])]",10491625,Vivek,2011-02-09 7:04:58,1,0,,1,0,0,Correction
4988425,4988445,5573195,Andrew Mayhall,Jacob Relkin,Jacob,2,<php><mysql>,1,2011-02-14 2:52:14,0,"From the PHP docs: `resource mysql_query ( string $query [, resource $link_identifier ] )`","['$query', 'mysql_query', 'resource mysql_query ( string $query [, resource $link_identifier ] )', '$link_identifier']",TRUE,"[(2, ['$query'])]",10599056,Jacob Relkin,2011-02-14 2:56:55,1,0,,0,,,
5013633,5013708,13164606,Hi2011,Poelinca Dorin,thwd,10,<php><zend-framework><ssl><https>,1,2012-04-20 9:34:24,0,you should check for `$_SERVER['HTTPS']` to be set before accessing it.,"['_SERVER', ""$_SERVER['HTTPS']"", ""'HTTPS'""]",TRUE,"[(2, ['_SERVER', ""$_SERVER['HTTPS']"", ""'HTTPS'""])]",23501557,Poelinca Dorin,2012-04-20 9:38:05,1,0,,1,1,0,Flaw
5112413,5112457,5732506,stephenfin,EboMike,stephenfin,3,<java><android><database>,1,2011-02-25 1:09:50,0,"So I query it like so? 
String[] columnValues = {
 MediaStore.Audio.Albums.ALBUM_ART,
 };
 albumArtCursor = managedQuery(MediaStore.Audio.Albums.EXTERNAL_CONTENT_URI, columnValues, null, null, null);","['columnValues', 'columnValues = {', 'managedQuery(MediaStore.Audio.Albums.EXTERNAL_CONTENT_URI, columnValues, null, null, null)', 'managedQuery', 'ALBUM_ART', 'lbums.EXTERNAL', 'albumArtCursor', 'MediaStore.A', 'EXTERNAL_CONTENT_', 'albumArtCursor = managedQuery', 'MediaStore', 'String[] columnValues =', 'udio.A', 'lbums.ALBUM']",TRUE,"[(2, ['ALBUM_ART', 'lbums.EXTERNAL', 'MediaStore.A', 'EXTERNAL_CONTENT_', 'MediaStore', 'udio.A'])]",10881909,EboMike,2011-02-25 1:15:14,1,0,,1,0,0,Request
