,,,,,,,,50%,60%,70%,80%,90%,100%
2204253,John Boker,Rich Davis,Gotta love easy answers like this one!,,,,,,,,,,
2204253,John Boker,Nathan,This worked for me and seems more elegant or at least straightforward than the accepted answer.,,,,,,,,,,
4009133,gar,midnight,"imo you still should and need to check for http timeout exceptions since there might be situations when a network is connected but there would no actual internet connection because the only way to access it is through, for instance, VPN - this way u have, for instance, WI-FI connection but no actual internet traffic. Another situation is a server hang-on. These are 2 issues that I've run recently and connection manager isn't gonna help there.","[""'ve run recently and connection manager isn'""]",,,,,,,,,
4009133,gar,shareef,"i used isConnected and isConnectedOrConnection() and it always giving me true its taking more time than i expected any advice ""my app uses google cloud messaging and web service""","['isConnectedOrConnection()', 'isConnectedOr', 'isConnected']",,,,"[(5, ['isConnected', 'isConnectedOr', 'isConnectedOrConnection()'])]","[(5, ['isConnectedOrConnection()', 'isConnectedOr', 'isConnected'])]","[(5, ['isConnectedOrConnection()'])]","[(5, ['isConnectedOrConnection()'])]","[(5, ['isConnectedOrConnection()'])]",
4009133,gar,CoronaPintu,@midnight u right same thing i am facing my internet is on but data packet are not sending nd recievint then in this situation what ca we do?,,,,,,,,,,
4009133,gar,miguel,"I agree with midnight and Pintu, this answer should not be the accepted answer, it has nothing to do with checking wether you're on the internet. For example, if the phone is connected to a WiFi network with a captive portal, like at a hotel, this function will incorrectly return true. The correct answer is to ping a server on the public internet.",['WiFi'],,,,,,,,,
4009133,gar,MoHaN K RaJ,"when there is no working internet for my router, if I connect to router through wifi, then the above code is returning true. But, It is not supposed to be, right? Can you help me",,,,,,,,,,
4009133,gar,Francisco Corrales Morales,"I had to add the Context, in `context.getSystemService` or it doesn't work. I got my clue here http://www.androidhive.info/2012/07/android-detect-internet-connection-status/","['context.getSystemService', 'getSystemService']",,,,,,,,,
4009133,gar,Tamás Bolvári,Nice way to check network availability. But how to check internet access?,,,,,,,,,,
4009133,gar,Tamás Bolvári,Edit: I've found it below. http://stackoverflow.com/a/5803489/1293492,,,,,,,,,,
4009133,gar,jose920405,"Not works for me, always return true.",,,,,,,,,,
4009133,gar,Espen Riskedal,"You say "" if you absolutely need a network connection at the given time"" which sounds kinda vague. Better say: ""if you want to read or write data"" use isConnected(..) instead. More in the docs here https://developer.android.com/reference/android/net/NetworkInfo.html#isConnectedOrConnecting()","['isConnected(..)', 'isConnected']",,,,,,,,,
4009133,gar,tccpg288,Would this work with Retrofit 2.4?,,,,,,,,,,
4233898,Malcolm,Adham,from where to can i all this method ??,,2,0,,,,,,,
4233898,Malcolm,ccheneson,"@adham: If you are in an activity, from within onCreate, you call `getIntent().getStringExtra(""id"");` to get the id string","['getIntent().getStringExtra(""id"")', 'getStringExtra', 'getIntent', 'getIntent().getStringExtra(""id"");', 'onCreate']",,,,"[(3, ['getIntent().getStringExtra(""id"");', 'getIntent', 'getIntent().getStringExtra(""id"")', 'getStringExtra'])]","[(3, ['getIntent().getStringExtra(""id"")', 'getStringExtra', 'getIntent', 'getIntent().getStringExtra(""id"");'])]","[(3, ['getIntent().getStringExtra(""id"");', 'getIntent', 'getIntent().getStringExtra(""id"")', 'getStringExtra'])]","[(3, ['getIntent().getStringExtra(""id"");', 'getIntent', 'getStringExtra', 'getIntent().getStringExtra(""id"")'])]","[(3, ['getIntent'])]","[(3, ['getIntent'])]"
4233898,Malcolm,Malcolm,You can get the intent which started your activity by calling `getIntent()` method. I've updated the answer.,"['getIntent', 'getIntent()']",,,,"[(3, ['getIntent()', 'getIntent'])]","[(3, ['getIntent', 'getIntent()'])]","[(3, ['getIntent()', 'getIntent'])]","[(3, ['getIntent', 'getIntent()'])]","[(3, ['getIntent'])]","[(3, ['getIntent'])]"
4233898,Malcolm,Sauron,What if the data is an image?,,,,,,,,,,
4233898,Malcolm,Malcolm,"@Eatlon Then it all depends on how the image is represented. For example, if it's an array of bytes, you'll have to call `intent.getByteArrayExtra(""image"")`.","['getByteArray', 'intent.getByteArrayExtra(""image"")', 'getByteArrayExtra(""image"")']",,,,,,,,,
4233898,Malcolm,Sauron,@Malcolm I'm using Picasso from square pulls the image and places it straight from its http address. Will the change the configuration at all?,,,,,,,,,,
4233898,Malcolm,Malcolm,"@Eatlon If you have a problem with a specific library, you should create a separate question about that.",,,,,,,,,,
4233898,Malcolm,Sauron,"@Malcolm I got it to work, just dumped Picasso into the next class started by the activity and image appears very quickly, no problems.",,,,,,,,,,
4233898,Malcolm,Amit Tripathi,@MelColm what is the difference between getExtra().getString and getStringExtra()?,"['getExtra', 'getExtra().getString and getStringExtra()', 'getString', 'getStringExtra']",,,,,,,,,
4233898,Malcolm,Malcolm,"@Amit None, the latter is just a shortcut to the former.",,,,,,,,,,
4233898,Malcolm,Malcolm,"@WarungNasi49 There is the `hasExtra` method, but I'd rather null-check the returned value as it's more robust.",['hasExtra'],,,,,,,,,
4233898,Malcolm,Shreyas Sanil,can i get an array list the similar way??,,,,,,,,,,
4233898,Malcolm,Malcolm,"@ShreyasSanil Sure. The method you need to call depends on what it is an array list of. For example, there is a method `getStringArrayListExtra` for `ArrayList<String>`.","['ArrayList<String>', 'ArrayList', 'getStringArrayListExtra', '<String>']",,,,,,,,,
4233898,Malcolm,MONU KUMAR,What if some other activity also starts and puts extra? How do I identify which activity has started the activity and get intent of that activity only?,,,,,,,,,,
4233898,Malcolm,Malcolm,@MONUKUMAR `getIntent` always returns the intent that started this activity. All other intents either start new activities or arrive in `onNewIntent` of the current.,"['onNewIntent', 'getIntent']",,,,,,,,,
4356295,Stephen Watkins,AsTeR,"Your update is weird, this is a random generation but no char can be used more than once.",,6,0,,,,,,,
4356295,Stephen Watkins,Francisco Presencia,"Why wasting that extra variable, `$i`? Just do `for ($randomString = ''; strlen($STR) < 50;) $randomString .= $characters[rand(0, strlen($characters) - 1)];` instead of your loop, or simplified, `for ($STR = ''; strlen($STR) < 50;) $STR .= $CHR[rand(0, strlen($CHR) - 1)];`","['$i', '$CHR)', 'randomString', '$CHR[rand(0,', 'STR =', 'randomString .=', ""for ($STR = ''; strlen($STR) < 50;) $STR .= $CHR[rand(0, strlen($CHR) - 1)];"", ""strlen($STR) < 50;) $randomString .= $characters[rand(0, strlen($characters) - 1)];` instead of your loop, or simplified, `for ($STR = ''; strlen($STR) < 50;) $STR .= $CHR[rand(0, strlen($CHR) - 1)"", '$characters)', '$STR', '$STR)', 'STR .=', ""for ($randomString = ''; strlen($STR) < 50;) $randomString .= $characters[rand(0, strlen($characters) - 1)];"", '$randomString', 'randomString =', '$characters[rand(0,']",,,,"[(7, ['$characters[rand(0,', '$characters)'])]","[(7, ['$characters)', '$characters[rand(0,'])]","[(7, ['$characters)', '$characters[rand(0,'])]","[(7, ['$characters)'])]","[(7, ['$characters)'])]","[(7, ['$characters)'])]"
4356295,Stephen Watkins,Rico Sonntag,"@FranciscoPresencia, It's better ""wasting"" an extra variable as of calling an method in the compare condition of an loop.",,,,,,,,,,
4356295,Stephen Watkins,SpYk3HH,"All that work, why not just something like `substr(str_shuffle(MD5(microtime())), 0, 10);`?","['substr(str_shuffle(MD5(microtime())), 0, 10)', 'substr(str_shuffle(MD5(microtime())), 0, 10);']",,,,,,,,,
4356295,Stephen Watkins,ᴍᴀᴛᴛ ʙᴀᴋᴇʀ,"@SpYk3HH that's spot on, no duplicates at all using this. Brain child!",,,,,,,,,,
4356295,Stephen Watkins,Nate,"Thanks for the code, but please change `rand()` to `mt_rand()`. I used your method and experienced a *ton* of collisions with names.","['mt_rand()', 'rand()', 'rand()` to `mt_rand()']",,,,,,,,,
4356295,Stephen Watkins,RonLugge,"@MatthewT.Baker wouldn't you *want* duplicates in a random string? If no character can be duplicated, you (significantly!) reduce the entropy in the generated string.",,,,,,,,,,
4356295,Stephen Watkins,ᴍᴀᴛᴛ ʙᴀᴋᴇʀ,"@RonLugge, I think you've misunderstood, I'm referring to the `MD5(microtime())` comment by @SpYk3HH.",['MD5(microtime())'],,,,,,,,,
4356295,Stephen Watkins,developerbmw,@FranciscoPresencia do you have any idea how horrifically inefficient that is? You are checking the length of a string twice per iteration! The strlen inside the loop should be cached in a variable before entering the loop as well.,,,,,,,,,,
4356295,Stephen Watkins,Pavel Bariev,@SpYk3HH That will not have uppercase letters.,,,,,,,,,,
4356295,Stephen Watkins,SpYk3HH,"@PavelBariev I suppose, if you must have some capitals, you could change it like so: implode('', array_map(function($i) { return rand(1, 10)%2 == 0 ? strtoupper($i) : $i; }, str_split(substr(str_shuffle(MD5(microtime())), 0, 10)))); [Blog](http://spyk3lc.blogspot.com/2014/06/i-know-its-been-quite-while-and-i-need.html)","['2 == 0', ""implode('', array_map(function($i) { return rand(1, 10)%2 == 0 ? strtoupper($i) : $i; }, str_split(substr(str_shuffle(MD5(microtime())), 0, 10))))"", 'str_split', 'array_map', '$i)', '$i;']",,,,,,,,,
4356295,Stephen Watkins,Scott Arciszewski,This is not a good solution. The strings this generates will be predictable. :(,,8,0,,,,,,,
4356295,Stephen Watkins,a coder,"Why does this cause the string length to change with random characters:
$characters = '0123456789abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ!@#$%^&*()_+-={}|[]:"";<>?,./';","['$characters', 'characters =', '0123456789abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ', '_+-={}']",,,,"[(12, ['$characters', 'characters ='])]","[(12, ['$characters', 'characters ='])]","[(12, ['characters =', '$characters'])]",,,
4356295,Stephen Watkins,Nate Bunney,"So, if you don't want to offend people you should likely remove all of the vowels. That way you will not be randomly creating bad words.",,,,,,,,,,
4356295,Stephen Watkins,sudo,"For pseudo random strings of length greater than 32 characters: `substr(str_shuffle(str_repeat(MD5(microtime()), ceil($len/32))), 0, $len)`","['$len/32))),', 'substr(str_shuffle(str_repeat(MD5(microtime()), ceil($len/32))), 0, $len)', '$len)']",,,,"[(12, ['$len)'])]","[(12, ['$len)'])]",,,,
7416218,Jon Skeet,medopal,what is the reason of making it `final class`?,['final class'],,,,,,,,,
7416218,Jon Skeet,Jon Skeet,"@medopal: Equality and other things become harder to implement correctly (when there even *is* an idea of correctness) when inheritance is involved. Likewise when I know there are no subclasses, I know it's immutable. Basically I subscribe to ""design for inheritance or prohibit it"".",,,,,,,,,,
7416218,Jon Skeet,Scorpion,"or ""depending on the use case"" use guava or apache commons to avoid the branching in your code and the let the library implement the hashcode and equals method.",,,,,,,,,,
7416218,Jon Skeet,Jon Skeet,"@Carlos: No, hence the sentence stating ""You don't have to override equals and hashCode for TreeSet to work, but it would make sense to do so."" I find it much easier to reason about code when comparable implementations *also* obey natural equality.","['hashCode', 'TreeSet']",,,,,,,,,
7416218,Jon Skeet,Tom Hawtin - tackline,"""Note that null is not an instance of any class, and e.compareTo(null) should throw a NullPointerException even though e.equals(null) returns false."" Drop the first if statement.","['compareTo(null) should throw a NullPointerException even though e.equals(null)', 'e.compareTo(null) should throw a NullPointerException even though e.equals(null)', 'NullPointer', 'compareTo']",3,1,3,"[(3, ['compareTo'])]",,,,,
7416218,Jon Skeet,Tom Hawtin - tackline,"@since 1.7 `return x != other.x ? Integer.compare(x, other.x) : Integer.compare(y, other.y);`","['Integer.compare(x, other.x) : Integer.compare(y, other.y)', 'return x != other.x ? Integer.compare(x, other.x) : Integer.compare(y, other.y);', 'compare(x, other.x) : Integer.compare(y, other.y)']",3,1,3,"[(3, ['compare(x, other.x) : Integer.compare(y, other.y)', 'Integer.compare(x, other.x) : Integer.compare(y, other.y)'])]","[(3, ['Integer.compare(x, other.x) : Integer.compare(y, other.y)', 'compare(x, other.x) : Integer.compare(y, other.y)'])]","[(3, ['compare(x, other.x) : Integer.compare(y, other.y)'])]",,,
